geo,anio,salario_min_eur,salario_min_pps,pib_pps,indice_vivienda,gini,brecha_genero,pobreza_laboral,tasa_desempleo,inflacion_hicp,es_eu27
AL,1999,45.0,89.0,,,,,,,,False
AL,2000,49.5,99.0,,,,,,,,False
AL,2001,56.5,107.5,,,,,,,,False
AL,2002,65.5,123.5,,,,,,,,False
AL,2003,70.5,143.0,,,,,,,,False
AL,2004,81.5,154.5,,,,,,,,False
AL,2005,90.0,168.5,,,,,,,,False
AL,2006,105.0,189.5,,,,,,,,False
AL,2007,114.0,204.0,,,,,,,,False
AL,2008,135.0,237.0,,,,,,,,False
AL,2009,137.5,244.0,,,,,,,,False
AL,2010,134.5,262.0,,,,,,,,False
AL,2011,139.0,278.0,,,,,,,,False
AL,2012,148.0,301.5,,,,,,,,False
AL,2013,153.0,309.0,29.0,,,,,,,False
AL,2014,157.0,314.0,30.0,,,,,,,False
AL,2015,157.0,326.0,30.0,,,,,,,False
AL,2016,160.0,314.0,30.0,,,,,,101.51,False
AL,2017,172.0,327.0,30.0,,36.8,,17.9,,104.76,False
AL,2018,186.0,336.0,30.0,,35.4,6.8,16.6,,106.59,False
AL,2019,211.5,363.0,30.0,,34.3,,14.7,,108.39,False
AL,2020,211.0,353.0,30.0,,33.2,,12.8,,110.74,False
AL,2021,244.0,398.0,31.0,,33.0,,12.7,,113.26,False
AL,2022,258.5,424.5,33.0,,31.0,,10.5,,120.69,False
AL,2023,337.0,521.5,38.0,,30.2,,9.9,,127.13,False
AL,2024,392.0,566.0,,,,,,,130.38,False
AL,2025,408.0,566.0,,,,,,,133.42,False
AL,2026,517.0,708.0,,,,,,,,False
AT,1999,,,,,,,,,73.58,True
AT,2000,,,,,,,,,75.02,True
AT,2001,,,,,,,,,76.74,True
AT,2002,,,,,,,,,78.04,True
AT,2003,,,,,,,7.7,,79.05,True
AT,2004,,,,,,,7.3,,80.6,True
AT,2005,,,,,,,6.8,,82.3,True
AT,2006,,,,,,25.5,6.3,,83.69,True
AT,2007,,,,,,25.5,6.1,,85.53,True
AT,2008,,,,,,25.1,8.5,,88.29,True
AT,2009,,,,,,24.3,8.2,5.7,88.64,True
AT,2010,,,,,,24.0,7.5,5.2,90.14,True
AT,2011,,,,,,23.5,7.6,4.9,93.35,True
AT,2012,,,,,,22.9,8.2,5.2,95.75,True
AT,2013,,,131.0,,,22.3,7.9,5.7,97.77,True
AT,2014,,,129.0,,,22.2,7.2,6.0,99.2,True
AT,2015,,,128.0,129.33,,21.8,7.8,6.1,100.0,True
AT,2016,,,128.0,138.0,27.2,20.8,8.3,6.5,100.97,True
AT,2017,,,125.0,145.02,27.9,20.7,7.7,5.9,103.22,True
AT,2018,,,126.0,153.68,26.8,20.4,8.0,5.2,105.41,True
AT,2019,,,124.0,162.91,27.5,20.0,7.7,4.8,106.98,True
AT,2020,,,123.0,175.25,27.0,19.2,7.2,6.0,108.47,True
AT,2021,,,121.0,195.3,26.7,19.1,7.6,6.2,111.46,True
AT,2022,,,123.0,217.9,27.8,18.7,8.2,4.8,121.07,True
AT,2023,,,121.0,211.68,28.1,,7.7,5.1,130.4,True
AT,2024,,,119.0,210.88,28.4,,7.5,5.2,134.21,True
AT,2025,,,,,,,,5.7,139.01,True
BA,2013,,,30.0,,,,,,,False
BA,2014,,,30.0,,,,,,,False
BA,2015,,,31.0,,,,,,,False
BA,2016,,,31.0,,,,,,,False
BA,2017,,,31.0,,,,,,,False
BA,2018,,,32.0,,,,,,,False
BA,2019,,,32.0,,,,,,,False
BA,2020,,,33.0,,,,,,,False
BA,2021,,,33.0,,,,,17.4,,False
BA,2022,,,34.0,,,,,15.4,,False
BA,2023,,,35.0,,,,,13.2,,False
BA,2024,,,35.0,,,,,12.6,,False
BA,2025,,,,,,,,12.2,,False
BE,1999,1085.0,960.0,,,,,,,73.0,True
BE,2000,1096.0,1005.0,,,,,,,74.96,True
BE,2001,1129.0,1031.0,,,,,,,76.78,True
BE,2002,1151.5,1064.5,,,,,,,77.97,True
BE,2003,1174.5,1072.5,,,,,6.5,,79.16,True
BE,2004,1186.0,1083.0,,,,,4.0,,80.63,True
BE,2005,1210.0,1108.0,,,,,3.9,,82.67,True
BE,2006,1234.0,1124.0,,,,9.5,4.0,,84.6,True
BE,2007,1271.0,1152.0,,,,10.1,4.3,,86.13,True
BE,2008,1323.0,1194.5,,,,10.2,4.7,,90.0,True
BE,2009,1388.0,1243.0,,,,10.1,4.5,8.0,89.99,True
BE,2010,1388.0,1247.0,,,,10.2,4.4,8.4,92.09,True
BE,2011,1429.5,1285.0,,,,9.4,4.1,7.2,95.18,True
BE,2012,1458.0,1307.5,,,,8.3,4.5,7.6,97.68,True
BE,2013,1502.0,1343.0,121.0,,,7.5,4.4,8.6,98.9,True
BE,2014,1502.0,1351.0,121.0,,,6.6,4.8,8.7,99.38,True
BE,2015,1502.0,1351.0,119.0,109.17,,6.4,4.5,8.7,100.0,True
BE,2016,1517.0,1338.5,118.0,111.72,26.3,6.0,4.7,7.9,101.77,True
BE,2017,1547.5,1354.5,117.0,115.67,26.1,5.8,5.0,7.2,104.03,True
BE,2018,1563.0,1363.0,116.0,119.16,25.7,5.8,5.1,6.0,106.44,True
BE,2019,1594.0,1387.0,117.0,123.62,,4.7,4.7,5.5,107.77,True
BE,2020,1610.0,1417.0,118.0,128.92,25.3,3.2,4.3,5.8,108.23,True
BE,2021,1626.0,1408.0,117.0,137.52,24.1,1.8,3.8,6.3,111.71,True
BE,2022,1750.0,1489.5,118.0,145.12,24.7,0.7,3.4,5.6,123.26,True
BE,2023,1955.0,1666.0,118.0,148.52,24.3,,4.7,5.5,126.07,True
BE,2024,2032.0,1743.5,,153.3,24.6,,4.2,5.7,131.52,True
BE,2025,2091.0,1794.0,,,23.4,,4.1,6.2,135.49,True
BE,2026,2112.0,1812.0,,,,,,,,True
BG,1999,32.5,86.5,,,,,,,49.02,True
BG,2000,36.0,94.0,,,,,,,54.08,True
BG,2001,41.5,103.0,,,,,,,58.06,True
BG,2002,51.0,126.0,,,,18.9,,,61.44,True
BG,2003,56.0,140.0,,,,,,,62.88,True
BG,2004,61.0,146.0,,,,,,,66.75,True
BG,2005,77.0,180.0,,,,,,,70.78,True
BG,2006,82.0,179.0,,,,12.4,5.5,,76.02,True
BG,2007,92.0,191.0,,,,12.1,5.9,,81.78,True
BG,2008,112.0,218.0,,,,12.3,7.6,,91.55,True
BG,2009,123.0,229.0,,,,13.3,7.5,7.9,93.81,True
BG,2010,123.0,232.0,,,,13.0,7.7,11.3,96.66,True
BG,2011,123.0,236.0,,,,13.2,8.2,12.3,99.94,True
BG,2012,143.0,276.0,,,,15.1,7.4,13.3,102.33,True
BG,2013,159.0,313.0,46.0,,,14.1,7.2,13.9,102.72,True
BG,2014,174.0,353.0,48.0,,,14.2,9.3,12.4,101.08,True
BG,2015,189.0,380.0,49.0,,,15.5,7.8,10.1,100.0,True
BG,2016,215.0,433.0,51.0,101.15,,14.6,11.6,8.6,98.68,True
BG,2017,235.0,459.0,52.0,109.91,40.2,14.3,10.0,7.2,99.85,True
BG,2018,261.0,503.0,53.0,117.16,39.6,13.9,10.1,6.2,102.48,True
BG,2019,286.0,534.0,55.0,124.21,40.8,14.0,9.0,5.2,104.99,True
BG,2020,312.0,565.0,57.0,129.87,40.0,12.5,9.7,6.1,106.27,True
BG,2021,332.0,598.0,60.0,141.14,39.7,11.9,10.0,5.2,109.3,True
BG,2022,347.5,599.5,62.0,,38.4,12.6,10.0,4.2,123.52,True
BG,2023,399.0,675.0,63.0,176.43,37.2,,11.7,4.3,134.15,True
BG,2024,477.0,799.0,66.0,205.54,38.4,,12.1,4.2,137.63,True
BG,2025,551.0,923.0,,,37.7,,11.8,3.5,142.5,True
BG,2026,620.0,1039.0,,,,,,,,True
CH,2005,,,,,,,,,97.43,False
CH,2006,,,,,,18.6,,,98.4,False
CH,2007,,,,,,,7.7,,99.17,False
CH,2008,,,,,,,9.2,,101.51,False
CH,2009,,,,,,,8.1,,100.77,False
CH,2010,,,,,,17.8,7.5,4.8,101.39,False
CH,2011,,,,,,17.6,7.6,4.4,101.49,False
CH,2012,,,,,,17.4,8.5,4.5,100.76,False
CH,2013,,,173.0,,,17.6,7.6,4.8,100.83,False
CH,2014,,,173.0,,,17.4,6.2,4.9,100.84,False
CH,2015,,,172.0,,,17.9,8.1,4.8,100.0,False
CH,2016,,,167.0,,29.4,17.4,7.3,5.0,99.47,False
CH,2017,,,161.0,,30.1,17.6,8.2,4.8,100.11,False
CH,2018,,,160.0,,29.7,18.6,7.4,4.7,101.03,False
CH,2019,,,155.0,,30.6,18.4,7.7,4.4,101.41,False
CH,2020,,,156.0,,31.2,18.0,8.0,4.8,100.56,False
CH,2021,,,161.0,,31.4,17.0,7.4,5.1,101.04,False
CH,2022,,,161.0,,31.0,17.0,8.2,4.1,103.74,False
CH,2023,,,,,31.5,,8.8,4.1,106.1,False
CH,2024,,,,,31.0,,8.6,4.4,107.25,False
CH,2025,,,,,,,,4.9,107.36,False
CY,1999,,,,,,,,,71.44,True
CY,2000,,,,,,,,,74.91,True
CY,2001,,,,,,,,,76.4,True
CY,2002,,,,,,22.5,,,78.53,True
CY,2003,,,,,,,,,81.65,True
CY,2004,,,,,,,,,83.2,True
CY,2005,,,,,,,6.4,,84.88,True
CY,2006,,,,,,21.8,7.2,,86.79,True
CY,2007,,,,,,22.0,6.3,,88.67,True
CY,2008,,,,,,19.5,6.3,,92.55,True
CY,2009,,,,,,17.8,6.8,5.4,92.71,True
CY,2010,,,,,,16.8,7.4,6.3,95.09,True
CY,2011,,,,,,16.1,7.3,7.9,98.4,True
CY,2012,,,,,,15.6,8.0,11.9,101.45,True
CY,2013,,,84.0,,,14.9,9.0,15.9,101.84,True
CY,2014,,,80.0,,,14.2,7.8,16.1,101.57,True
CY,2015,,,81.0,,,13.2,9.2,15.0,100.0,True
CY,2016,,,86.0,88.42,32.1,12.3,8.4,13.0,98.78,True
CY,2017,,,88.0,92.55,30.8,11.2,8.0,11.1,99.45,True
CY,2018,,,89.0,91.3,29.1,10.4,7.4,8.4,100.23,True
CY,2019,,,91.0,98.94,31.5,10.5,6.8,7.2,100.78,True
CY,2020,,,89.0,104.07,29.3,9.9,8.2,7.6,99.67,True
CY,2021,,,92.0,102.48,29.3,11.0,7.1,7.2,101.92,True
CY,2022,,,95.0,109.14,29.0,11.9,8.0,6.3,110.17,True
CY,2023,940.0,1011.0,97.0,119.22,29.3,,7.7,5.8,114.5,True
CY,2024,1000.0,1078.0,,127.95,30.1,,7.4,4.9,117.09,True
CY,2025,1000.0,1078.0,,,,,6.9,4.4,118.06,True
CY,2026,1088.0,1173.0,,,,,,,,True
CZ,1999,95.5,190.0,,,,,,,71.0,True
CZ,2000,118.5,233.5,,,,,,,73.8,True
CZ,2001,145.5,279.0,,,,,,,77.1,True
CZ,2002,186.5,307.0,,,,22.1,,,78.2,True
CZ,2003,196.0,342.0,,,,,,,78.2,True
CZ,2004,209.0,365.0,,,,,,,80.2,True
CZ,2005,237.5,394.0,,,,,3.5,,81.5,True
CZ,2006,270.0,418.5,,,,23.4,3.5,,83.2,True
CZ,2007,285.0,436.0,,,,23.6,3.3,,85.6,True
CZ,2008,317.5,433.0,,,,26.2,3.6,,91.0,True
CZ,2009,303.5,434.0,,,,25.9,3.2,6.7,91.5,True
CZ,2010,306.5,434.0,,,,21.6,3.7,7.3,92.6,True
CZ,2011,324.0,434.0,,,,22.6,4.1,6.7,94.6,True
CZ,2012,311.0,432.0,,,,22.5,4.6,7.0,98.0,True
CZ,2013,313.0,439.0,85.0,,,22.3,4.1,7.0,99.3,True
CZ,2014,310.0,472.0,88.0,,,22.5,3.6,6.1,99.8,True
CZ,2015,335.0,505.0,89.0,105.1,,,4.0,5.1,100.0,True
CZ,2016,365.5,536.0,89.0,112.5,25.1,,3.8,4.0,100.7,True
CZ,2017,413.5,593.0,92.0,125.8,24.5,,3.6,2.9,103.1,True
CZ,2018,473.5,643.0,93.0,136.5,24.0,,3.5,2.2,105.1,True
CZ,2019,522.0,693.0,95.0,149.0,24.0,19.3,3.5,2.0,107.8,True
CZ,2020,560.5,723.0,96.0,161.6,24.2,16.7,3.7,2.6,111.4,True
CZ,2021,587.5,711.0,92.0,193.5,24.8,15.4,3.5,2.8,115.1,True
CZ,2022,653.5,735.0,90.0,226.1,24.8,18.4,3.5,2.2,132.1,True
CZ,2023,723.0,777.0,91.0,222.3,24.4,,3.1,2.6,147.9,True
